id_election,insee,position,Code INSEE,Code Postal,Nuance_interco,annee,dep_x,dep_y,dept,election,president_nom,president_prenom,tour,Nom,prenom,Nuance,voix_pct_
2014_muni_t1,01199,2,01199,01640,LDVG,2014,01,01,01,2014_muni,dupuis,Thierry,t1,TREFF,Philippe,LDIV,34.92569002123142
2014_muni_t1,01202,1,01202,01150,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,MOINGEON,André,LDVD,72.46646795827124
2014_muni_t1,01202,2,01202,01150,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,GIRARD,Laurent,LDVG,27.533532041728765
2014_muni_t1,01203,1,01203,01290,UG,2014,01,01,01,2014_muni,greffet,CHRISTOPHE,t1,ZANCANARO,Yves,LDIV,100.0
2014_muni_t1,01203,2,01203,01290,UG,2014,01,01,01,2014_muni,greffet,CHRISTOPHE,t1,,,,
2014_muni_t1,01211,1,01211,01240,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,PANABIERES,Marie-Claire,LDVG,100.0
2014_muni_t1,01211,2,01211,01240,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,,,,
2014_muni_t1,01213,1,01213,01150,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,RIGAUD,Yves,LDVD,57.3170731707317
2014_muni_t1,01213,2,01213,01150,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,REVERDY,Jérôme,LDVD,42.68292682926829
2014_muni_t1,01224,1,01224,01360,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,GAGNE,Jean-Pierre,LDVD,76.4808362369338
2014_muni_t1,01224,2,01224,01360,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,JACQUET,Joseph,LDIV,23.519163763066203
2014_muni_t1,01229,1,01229,01340,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,VIVIET,Alain,LDVD,100.0
2014_muni_t1,01229,2,01229,01340,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,,,,
2014_muni_t1,01231,1,01231,01570,LDVD,2014,01,01,01,2014_muni,billoudet,GUY,t1,LARDET,Denis,LDIV,100.0
2014_muni_t1,01231,2,01231,01570,LDVD,2014,01,01,01,2014_muni,billoudet,GUY,t1,,,,
2014_muni_t1,01232,1,01232,01851,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,GESTAS,Alain,LDVG,64.04199475065617
2014_muni_t1,01232,2,01232,01851,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,ROBERT,Luc,LDVD,35.958005249343834
2014_muni_t1,01236,1,01236,01340,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,ANTOINET,Guy,LDVD,100.0
2014_muni_t1,01236,2,01236,01340,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,,,,
2014_muni_t1,01237,1,01237,01100,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,LOCATELLI,Yves,LDVD,100.0
2014_muni_t1,01237,2,01237,01100,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,,,,
2014_muni_t1,01238,1,01238,01600,LDVD,2014,01,01,01,2014_muni,grison,Bernard,t1,GRISON,Bernard,LDVD,100.0
2014_muni_t1,01238,2,01238,01600,LDVD,2014,01,01,01,2014_muni,grison,Bernard,t1,,,,
2014_muni_t1,01241,1,01241,01370,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,NEVEU,Jean-Paul,LDVD,100.0
2014_muni_t1,01241,2,01241,01370,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,,,,
2014_muni_t1,01243,1,01243,01480,LDVD,2014,01,01,01,2014_muni,deschizeaux,Jean Claude,t1,GELAS,Vincent,LDIV,67.0608108108108
2014_muni_t1,01243,2,01243,01480,LDVD,2014,01,01,01,2014_muni,deschizeaux,Jean Claude,t1,FORTIN,Claude,LDIV,32.939189189189186
2014_muni_t1,01244,1,01244,01800,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,BUSSY,Christian,LDVD,67.12126796903797
2014_muni_t1,01244,2,01244,01800,NC,2014,01,01,01,2014_muni,guyader,Jean-Louis,t1,CAVET,Arnaud,LDVG,32.878732030962034
2014_muni_t1,01246,1,01246,01660,UG,2014,01,01,01,2014_muni,greffet,CHRISTOPHE,t1,ROBIN,Etienne,LDVD,56.71462829736211
2014_muni_t1,01246,2,01246,01660,UG,2014,01,01,01,2014_muni,greffet,CHRISTOPHE,t1,DUPUIT,Guy,LDIV,43.28537170263789
2014_muni_t1,01248,1,01248,01390,LDVD,2014,01,01,01,2014_muni,girer,MICHEL,t1,CORMORECHE,Henri,LDVD,100.0
2014_muni_t1,01248,2,01248,01390,LDVD,2014,01,01,01,2014_muni,girer,MICHEL,t1,,,,
2014_muni_t1,01250,1,01250,01600,LDVD,2014,01,01,01,2014_muni,grison,Bernard,t1,SERRAT,Etienne,LDVD,73.3955659276546
2014_muni_t1,01250,2,01250,01600,LDVD,2014,01,01,01,2014_muni,grison,Bernard,t1,CANAUD,Pierre,LDIV,26.60443407234539
2014_muni_t1,01254,1,01254,01250,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,CHICHOUX,Yvan,LDVD,100.0
2014_muni_t1,01254,2,01254,01250,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,,,,
2014_muni_t1,01258,1,01258,01090,LDVD,2014,01,01,01,2014_muni,deschizeaux,Jean Claude,t1,DESCHIZEAUX,Jean-Claude,LDVD,100.0
2014_muni_t1,01258,2,01258,01090,LDVD,2014,01,01,01,2014_muni,deschizeaux,Jean Claude,t1,,,,
2014_muni_t1,01265,1,01265,01460,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,DEGUERRY,Jean,LDVD,100.0
2014_muni_t1,01265,2,01265,01460,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,,,,
2014_muni_t1,01266,1,01266,01340,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,ROCHE,Jean-Pierre,LDVG,67.7626303127506
2014_muni_t1,01266,2,01266,01340,LUG,2014,01,01,01,2014_muni,debat,JEAN FRANCOIS,t1,LAUBRIAT,Patrick,LDIV,32.2373696872494
2014_muni_t1,01267,1,01267,01460,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,BERGER,Arlette,LDVG,57.14285714285714
2014_muni_t1,01267,2,01267,01460,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,GENOUX,Michel,LDVD,42.857142857142854
2014_muni_t1,01269,1,01269,01130,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,CARMINATI,Jean-Pierre,LDVD,76.93032015065914
2014_muni_t1,01269,2,01269,01130,LDVD,2014,01,01,01,2014_muni,deguerry,Jean,t1,MERCIER,Claude,LDVG,23.069679849340865
2014_muni_t1,01272,1,01272,01400,LDVD,2014,01,01,01,2014_muni,girer,MICHEL,t1,CHEVREL,Florent,LDIV,51.06382978723404
2014_muni_t1,01272,2,01272,01400,LDVD,2014,01,01,01,2014_muni,girer,MICHEL,t1,JEULIN,Michel,LDIV,48.93617021276596
