Code INSEE,Code Postal,Nuance_interco,annee,dep_x,dep_y,dept,election,president_nom,president_prenom,tour,Nom,prenom,Nuance,voix_pct_
19037,19450,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,MARTINIE,Noël,LSOC,60.05961251862891
19037,19450,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,COULOUMY,Pierre,LDVD,39.94038748137109
19038,19330,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,VAUX,Alain,LSOC,54.57831325301205
19038,19330,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,ROCH,Sylvain,LFG,45.42168674698795
19061,19150,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,FOUCHÉ,Pascal,LDVD,100.0
19061,19150,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,,,,
19062,19800,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,LABBAT,Jean-François,LDVG,58.44346549192364
19062,19800,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,MARTINIE,Mathieu,LDVD,41.55653450807636
19063,19360,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,SOLER,Gérard,LDVD,68.46573681018799
19063,19360,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,GENESTE,Daniel,LDVG,31.534263189812005
19066,19520,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,BRUT,Jean-Marc,LDVD,69.64285714285714
19066,19520,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,FOURASTIE,Pierrette,LDVG,30.357142857142854
19072,19270,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,LAPORTE,Yves,LDVD,62.11812627291242
19072,19270,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,RELIAT,Michèle,LSOC,37.88187372708758
19073,19300,NC,2014,19,19,19,2014_muni,dubois,Francis,t1,PAILLASSOU,Michel,LUMP,62.42138364779875
19073,19300,NC,2014,19,19,19,2014_muni,dubois,Francis,t1,SUAU,Marie-Laure,LDVG,24.58071278825996
19094,19350,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,FARGETAS,Josette,LUDI,50.07407407407407
19094,19350,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,CROUZILLAT,Thierry,LUG,49.925925925925924
19100,19700,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,LECHIPRE,Jean-Christophe,LDIV,64.53125
19100,19700,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,PORTE,Christiane,LDVG,35.46875
19101,19150,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,CHASSAGNARD,Roger,LSOC,100.0
19101,19150,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,,,,
19107,19600,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,DUTEIL,Bernard,LDVD,52.88135593220339
19107,19600,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,GAUTIER,Jean-François,LDVD,47.11864406779661
19121,19210,NC,2014,19,19,19,2014_muni,comby,Francis,t1,DECAIE,Jean-Pierre,LDVD,58.159319412219645
19121,19210,NC,2014,19,19,19,2014_muni,comby,Francis,t1,POINT-LESPINASSE,Franck,LDVD,22.892498066511987
19123,19360,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t2,Frédérique,MEUNIER,LDVD,25.85551330798479
19123,19360,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t2,MEUNIER,Frédérique,LDVD,25.85551330798479
19124,19520,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,DAVID,Isabelle,LSOC,72.58261933904528
19124,19520,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,BOURZAT,Robert,LUDI,27.41738066095471
19136,19250,NC,2014,19,19,19,2014_muni,chevalier,Pierre,t1,BRUGERE,Philippe,LDVG,51.37987012987013
19136,19250,NC,2014,19,19,19,2014_muni,chevalier,Pierre,t1,VIALLE,Serge,LDVD,48.62012987012987
19138,19500,NC,2014,19,19,19,2014_muni,simonet,Alain,t1,CARON,Christophe,LDVG,68.25396825396825
19138,19500,NC,2014,19,19,19,2014_muni,simonet,Alain,t1,FAURIE,Jean-Pierre,LDIV,31.746031746031743
19146,19460,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,JERRETIE,Christophe,LDVD,52.98752462245568
19146,19460,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,BRETTE,Alain,LUG,47.01247537754432
19148,19160,NC,2014,19,19,19,2014_muni,chevalier,Pierre,t1,STÖHR,Jean,LDVD,57.65199161425576
19148,19160,NC,2014,19,19,19,2014_muni,chevalier,Pierre,t1,GAERTNER,Bernard,LUG,42.34800838574424
19153,19130,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,VIDAU,Philippe,LDVD,66.87388987566607
19153,19130,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,ROUMAZEILLE,Luc,LDVG,33.12611012433393
19162,19410,NC,2014,19,19,19,2014_muni,dubech,Michel,t1,CHALARD,Francis,LSOC,100.0
19162,19410,NC,2014,19,19,19,2014_muni,dubech,Michel,t1,,,,
19176,19300,NC,2014,19,19,19,2014_muni,dubois,Francis,t1,BOINET,Jean,LSOC,66.8141592920354
19176,19300,NC,2014,19,19,19,2014_muni,dubois,Francis,t1,GUILLAUMIE-BILLET,Jacques,LDVD,33.1858407079646
19194,19700,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,COMBES,Daniel,LSOC,65.84734799482536
19194,19700,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,CAMARROQUE,Yves,LDVG,34.152652005174645
19202,19270,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,SOULIER,Henri,LUD,61.52542372881356
19202,19270,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,DAULHAC,Jean-Paul,LUG,38.474576271186436
19203,19490,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,JAULIN,Michel,LSOC,52.42214532871973
19203,19490,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,DURAND,Xavier,LDVD,47.57785467128028
19207,19330,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,PENOT,Alain,LDVD,100.0
19207,19330,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,,,,
19227,19330,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,FREYSSELINE,Jean-Marie,LSOC,59.00243309002433
19227,19330,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,MIRAT,Denis,LFG,40.99756690997567
19229,19600,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,LAPACHERIE,Alain,LDVD,60.023041474654384
19229,19600,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,RAYNAUD,Stéphane,LUG,39.97695852534562
19237,19220,NC,2014,19,19,19,2014_muni,arrestier,Hubert,t2,Jean-Basile,SALLARD,LSOC,19.9203187250996
19237,19220,NC,2014,19,19,19,2014_muni,arrestier,Hubert,t2,SALLARD,Jean-Basile,LSOC,19.9203187250996
19246,19240,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t2,LOURADOUR,Robert,LDVD,25.530973451327434
19246,19240,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t2,Robert,LOURADOUR,LDVD,25.530973451327434
19255,19700,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,GERAUDIE,Marc,LDVG,50.44404973357016
19255,19700,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,RASSION,Jean-Paul,LDVD,49.55595026642984
19269,19260,NC,2014,19,19,19,2014_muni,jenty,Philippe,t2,COIGNAC,Gérard,LSOC,20.778508771929825
19269,19260,NC,2014,19,19,19,2014_muni,jenty,Philippe,t2,Gérard,COIGNAC,LSOC,20.778508771929825
19272,19000,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,COMBES,Bernard,LUG,50.76580704280666
19272,19000,LUG,2014,19,19,19,2014_muni,breuilh,Michel,t1,CHAUMEIL,Raphaël,LDVD,27.15015054326482
19274,19270,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,ROUHAUD,Gilbert,LDVG,56.749785038693034
19274,19270,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,PECHET,Roland,LDVD,37.10232158211522
19275,19200,NC,2014,19,19,19,2014_muni,chevalier,Pierre,t2,ARFEUILLERE,Christophe,LUMP,30.447573019541917
19275,19200,NC,2014,19,19,19,2014_muni,chevalier,Pierre,t2,Christophe,ARFEUILLERE,LUMP,30.447573019541917
19276,19140,NC,2014,19,19,19,2014_muni,dubech,Michel,t1,DESSUS,Sophie,LUG,100.0
19276,19140,NC,2014,19,19,19,2014_muni,dubech,Michel,t1,,,,
19278,19240,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t2,Nicolas,PENNEL,LDIV,25.05384063173008
19278,19240,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t2,PENNEL,Nicolas,LDIV,25.05384063173008
19285,19410,NC,2014,19,19,19,2014_muni,dubech,Michel,t1,COMBY,Jean-Paul,LDVG,52.932960893854755
19285,19410,NC,2014,19,19,19,2014_muni,dubech,Michel,t1,CHASSAING,Albert,LDVD,47.06703910614525
19288,19130,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,POULVEREL,Nicole,LDVD,62.69230769230769
19288,19130,LUD,2014,19,19,19,2014_muni,soulier,Frédéric,t1,POMMEPUY,Jean-Pierre,LSOC,37.30769230769231
21003,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,GRIMPRET,Dominique,LDVD,53.89221556886228
21003,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,DESVIGNES,Jean-François,LDIV,46.10778443113773
21005,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,TREMOULET,Gérard,LDIV,73.45276872964169
21005,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,CHARLOT,Marie-Claire,LDVG,26.547231270358306
21021,21560,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,MORELIERE,Patrick,LDIV,81.41732283464566
21021,21560,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,BOITEUX,Philippe,LDIV,18.58267716535433
21023,21230,LDIV,2014,21,21,21,2014_muni,dambrun,Gérard,t1,CHAVE,Claude,LDIV,62.244897959183675
21023,21230,LDIV,2014,21,21,21,2014_muni,dambrun,Gérard,t1,BRIEZ-SEVESTRE,Natacha,LDIV,23.596938775510203
21027,21380,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,GOURMAND,Patricia,LDVD,100.0
21027,21380,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,,,,
21038,21130,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t2,LANGLOIS,Raoul,LUMP,53.43303874915024
21038,21130,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t2,COIQUIL,Jacques-François,LDVG,46.566961250849765
21054,21200,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,SUGUENOT,Alain,LUMP,75.23632006390628
21054,21200,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,RIFFAUD,Jacques-Hervé,LUG,14.485421381973108
21060,21310,NC,2014,21,21,21,2014_muni,lenoir,Didier,t1,BOEGLIN,Marc,LDIV,100.0
21060,21310,NC,2014,21,21,21,2014_muni,lenoir,Didier,t1,,,,
21086,21200,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,FOURNIER,Gabriel,LDVD,56.37181409295352
21086,21200,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,HOJLO,Michel,LDIV,43.62818590704648
21103,21470,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,DELEPAU,Gilles,LDIV,100.0
21103,21470,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,,,,
21154,21400,NC,2014,21,21,21,2014_muni,brigand,Jérémie,t1,BRIGAND,Hubert,LDVD,79.65280581348405
21154,21400,NC,2014,21,21,21,2014_muni,brigand,Jérémie,t1,BROSSAULT,Paul,LDVG,20.347194186515946
21166,21300,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,ESMONIN,Jean,LUG,20.64343163538874
21166,21300,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,Jean,ESMONIN,LUG,20.64343163538874
21171,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,Michel,ROTGER,LUD,25.898472596585805
21171,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,ROTGER,Michel,LUD,25.898472596585805
21196,21190,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,ARRAULT,Sandrine,LDIV,58.81226053639846
21196,21190,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,FAVELIER,Gilbert,LDIV,41.18773946360153
21200,21160,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,CARRE,Gilles,LDVD,56.99088145896657
21200,21160,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,JEANNIN,Marc,LDIV,43.00911854103344
21209,21560,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,CHIFFOLOT,Patrice,LDVD,100.0
21209,21560,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,,,,
21223,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,BÉGIN-CLAUDET,Dominique,LDVD,100.0
21223,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,,,,
21231,21000,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,François,REBSAMEN,LUG,26.42096009948329
21231,21000,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,REBSAMEN,François,LUG,26.42096009948329
21263,21600,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,Florence,LUCISANO,LDVG,26.899128268991284
21263,21600,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,LUCISANO,Florence,LDVG,26.899128268991284
21273,21410,NC,2014,21,21,21,2014_muni,streibig,Laurent,t1,GALLION,Pascale,LDVG,65.47619047619048
21273,21410,NC,2014,21,21,21,2014_muni,streibig,Laurent,t1,PERROT,Jean-Pierre,LDVG,34.523809523809526
21278,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,CHAPUIS,Patrick,LUD,65.72115384615384
21278,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,GAILLARD,Stéphane,LSOC,23.533653846153847
21292,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,DANCOURT,Vincent,LUMP,56.306715063520876
21292,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,BERNARD,Noël,LDVG,43.693284936479124
21295,21220,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,MOYNE,Bernard,LSOC,65.37867078825347
21295,21220,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,QUINTALLET,Mary,LDVD,34.62132921174652
21315,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,DE LOISY,Jacques,LDIV,100.0
21315,21121,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,,,,
21317,21120,NC,2014,21,21,21,2014_muni,baudry,Luc,t1,DARPHIN,Thierry,LDVD,60.501721593703884
21317,21120,NC,2014,21,21,21,2014_muni,baudry,Luc,t1,PASSEREAU,Gilles,LDVG,39.498278406296116
21337,21760,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t1,BRANCOURT,Alain,LDVG,100.0
21337,21760,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t1,,,,
21351,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t2,Jacques,PROST,LDIV,23.865414710485133
21351,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t2,PROST,Jacques,LDIV,23.865414710485133
21353,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,BAUDRON,Daniel,LDVD,100.0
21353,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,,,,
21355,21600,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,ALMEIDA,José,LSOC,54.43396226415095
21355,21600,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,MOREL,Jean-Philippe,LUD,31.477987421383645
21356,21170,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,LHUISSIER,Louis,LDIV,100.0
21356,21170,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,,,,
21383,21120,NC,2014,21,21,21,2014_muni,baudry,Luc,t1,LAVEVRE,Daniel,LDVD,100.0
21383,21120,NC,2014,21,21,21,2014_muni,baudry,Luc,t1,,,,
21390,21160,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,VERPILLOT,Jean-Michel,LDIV,50.88282504012841
21390,21160,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,GONDELLIER,Jean-François,LDVD,49.11717495987159
21408,21380,NC,2014,21,21,21,2014_muni,louis,Catherine,t1,LEPRETRE,Vincent,LDVD,51.187335092348285
21408,21380,NC,2014,21,21,21,2014_muni,louis,Catherine,t1,POTRON,Jean-Pierre,LDVD,48.812664907651715
21412,21190,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,MONNIER,Jean-Claude,LDIV,100.0
21412,21190,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,,,,
21416,21310,NC,2014,21,21,21,2014_muni,lenoir,Didier,t1,THOMAS,Laurent,LDVD,100.0
21416,21310,NC,2014,21,21,21,2014_muni,lenoir,Didier,t1,,,,
21425,21500,NC,2014,21,21,21,2014_muni,becard,Alain,t1,PORTE,Laurence,LDVD,55.01468736886278
21425,21500,NC,2014,21,21,21,2014_muni,becard,Alain,t1,SILVESTRE,Christelle,LSOC,32.06042803189257
21452,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,DUMONT,Jean-Louis,LDIV,63.77952755905512
21452,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,LEFEBVRE,Pierre-Olivier,LDVG,36.22047244094488
21458,21910,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,GUILLEMAUD,Claudette,LDVD,51.83150183150184
21458,21910,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,DERUELLE,Thierry,LDVG,48.16849816849817
21461,21340,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,FLACHE,Jérôme,LDIV,53.23529411764706
21461,21340,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,MONIN,Jean-Pascal,LDIV,46.76470588235294
21464,21700,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,CARTRON,Alain,LDVD,55.650684931506845
21464,21700,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,CARRASCO,Daniel,LDVG,23.28767123287671
21473,21600,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,GIRARD,Jean-Claude,LDVD,65.45064377682404
21473,21600,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,LARCHÉ,Gérard,LDIV,34.54935622317596
21481,21160,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,BAUDEMENT,Patrick,LDVG,100.0
21481,21160,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,,,,
21485,21370,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,COURT,Jean-Frédéric,LDVD,28.025995125913887
21485,21370,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,Jean-Frédéric,COURT,LDVD,28.025995125913887
21496,21270,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t1,ABBEY,Joël,LDVD,62.519685039370074
21496,21270,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t1,PIGÉ,Benoît,LDVG,37.480314960629926
21501,21320,LDIV,2014,21,21,21,2014_muni,courtot,Yves,t1,MILLOIR,Bernard,LDIV,58.57142857142858
21501,21320,LDIV,2014,21,21,21,2014_muni,courtot,Yves,t1,CUROT,Gérard,LDIV,41.42857142857143
21515,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,BACHELARD,Michel,LUG,27.663987555094632
21515,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,Michel,BACHELARD,LUG,27.663987555094632
21532,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,SAUVAIN,Hubert,LDVD,100.0
21532,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,,,,
21535,21490,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,MUTIN,Nadine,LDIV,57.931034482758626
21535,21490,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,GEORGET,Corinne,LDVG,42.06896551724138
21540,21850,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,DELATTE,Rémi,LUMP,78.83211678832117
21540,21850,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,ARDOUIN,Philippe,LUG,21.16788321167883
21554,21170,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t2,DE DUYTSCHE,Michel,LDIV,26.5
21554,21170,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t2,Michel,DE DUYTSCHE,LDIV,26.5
21555,21490,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,LENOIR,Michel,LDVD,100.0
21555,21490,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,,,,
21577,21170,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,GANEE,Roger,LDVG,86.58318425760287
21577,21170,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,ERTUGRUL,Ali,LDIV,13.416815742397137
21584,21210,NC,2014,21,21,21,2014_muni,bollengier,Maryse,t1,LOISIER,Anne-Catherine,LDVD,52.60625501202887
21584,21210,NC,2014,21,21,21,2014_muni,bollengier,Maryse,t1,PARIS,Luc,LDVD,47.39374498797113
21585,21910,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,BORTOT,Pascal,LDIV,58.508604206500955
21585,21910,LSOC,2014,21,21,21,2014_muni,lucand,Christophe,t1,MANCA,Arnaud,LDIV,41.491395793499045
21590,21420,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,JACOB,Sylvain,LDIV,100.0
21590,21420,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,,,,
21599,21260,NC,2014,21,21,21,2014_muni,vare,Albert,t1,LEGUAY,Gérard,LDVG,52.31958762886598
21599,21260,NC,2014,21,21,21,2014_muni,vare,Albert,t1,LELOUP,Christophe,LDVD,47.680412371134025
21603,21140,NC,2014,21,21,21,2014_muni,eap dupin,Martine,t2,Catherine,SADON,LDIV,28.36629001883239
21603,21140,NC,2014,21,21,21,2014_muni,eap dupin,Martine,t2,SADON,Catherine,LDIV,28.36629001883239
21605,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,BELLEVILLE,Philippe,LDVD,100.0
21605,21800,LUG,2014,21,21,21,2014_muni,rebsamen,François,t1,,,,
21606,21550,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,LUCOTTE,Vincent,LDIV,100.0
21606,21550,LUMP,2014,21,21,21,2014_muni,suguenot,Alain,t1,,,,
21607,21250,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,BECQUET,Alain,LDIV,53.63070539419087
21607,21250,NC,2014,21,21,21,2014_muni,soller,Jean-Luc,t1,GIRARD,Frédéric,LDIV,46.36929460580913
21617,21240,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,Gilbert,MENUT,LUMP,22.978391623969703
21617,21240,LUG,2014,21,21,21,2014_muni,rebsamen,François,t2,MENUT,Gilbert,LUMP,22.978391623969703
21623,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,BAUCHET,Daniel,LDIV,100.0
21623,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,,,,
21632,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,BRACHOTTE,Gilles,LDVD,100.0
21632,21110,LDVD,2014,21,21,21,2014_muni,sauvain,Hubert,t1,,,,
21638,21120,NC,2014,21,21,21,2014_muni,baudry,Luc,t1,GRADELET,Alain,LDIV,100.0
21638,21120,NC,2014,21,21,21,2014_muni,baudry,Luc,t1,,,,
21657,21490,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,DELATTE,Vincent,LDIV,76.32478632478632
21657,21490,NC,2014,21,21,21,2014_muni,rochette,Ludovic,t1,KHATTABI,Fadila,LSOC,23.675213675213673
21661,21370,NC,2014,21,21,21,2014_muni,streibig,Laurent,t1,DUPAQUIER,Jacky,LDIV,100.0
21661,21370,NC,2014,21,21,21,2014_muni,streibig,Laurent,t1,,,,
21663,21150,LDVG,2014,21,21,21,2014_muni,molinoz,Patrick,t1,MOLINOZ,Patrick,LDVG,68.11103588354773
21663,21150,LDVG,2014,21,21,21,2014_muni,molinoz,Patrick,t1,DEVIMES,Marc,LDVD,31.888964116452268
21699,21130,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t1,SEICHON,Christian,LDIV,100.0
21699,21130,,2014,21,21,21,2014_muni,bonnet vallet,Marie-Claire,t1,,,,
21710,21350,NC,2014,21,21,21,2014_muni,eap dupin,Martine,t1,PAUT,Bernard,LUDI,60.0
21710,21350,NC,2014,21,21,21,2014_muni,eap dupin,Martine,t1,JOBARD,Étienne,LDVD,40.0
22002,22400,LSOC,2014,22,22,22,2014_muni,cauret,Loïc,t1,POULAIN,Nicole,LDVD,64.08668730650155
22002,22400,LSOC,2014,22,22,22,2014_muni,cauret,Loïc,t1,DONET,Daniel,LDVD,35.91331269349845
22004,22140,LSOC,2014,22,22,22,2014_muni,le meaux,Vincent,t1,LE CAER,Gérard,LCOM,62.85087719298246
22004,22140,LSOC,2014,22,22,22,2014_muni,le meaux,Vincent,t1,ROUZIOUX,Chantal,LDVG,37.14912280701754
22005,22810,LSOC,2014,22,22,22,2014_muni,le meaux,Vincent,t1,LE MARREC,François,LDVG,50.16233766233766
22005,22810,LSOC,2014,22,22,22,2014_muni,le meaux,Vincent,t1,DAVID,Jean,LSOC,40.909090909090914
22008,22100,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,HEUZE,Jacky,LDVD,56.550580431177444
22008,22100,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,RIAUX,Denis,LMDM,43.449419568822556
22011,22170,LSOC,2014,22,22,22,2014_muni,le goux,Philippe,t1,TANGUY,Béatrice,LDVG,54.0765391014975
22011,22170,LSOC,2014,22,22,22,2014_muni,le goux,Philippe,t1,BRIAND,Roland,LDVG,45.92346089850249
22013,22390,LSOC,2014,22,22,22,2014_muni,le meaux,Vincent,t1,CADORET,Guy,LSOC,55.416012558869696
22013,22390,LSOC,2014,22,22,22,2014_muni,le meaux,Vincent,t1,HERVE,Jean-Luc,LDVD,44.5839874411303
22014,22130,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,DAULY,Philippe,LDVG,100.0
22014,22130,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,,,,
22015,22510,LSOC,2014,22,22,22,2014_muni,cauret,Loïc,t1,RUFFET,Yves,LDVD,72.10648148148148
22015,22510,LSOC,2014,22,22,22,2014_muni,cauret,Loïc,t1,ROUTIER,Dominique,LDVD,27.89351851851852
22020,22250,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,ROUXEL,Serge,LDVD,60.2027027027027
22020,22250,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,BOUILLON,Pascal,LDIV,39.7972972972973
22021,22100,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,ROBERT,Danielle,LDVD,100.0
22021,22100,NC,2014,22,22,22,2014_muni,lecuyer,Arnaud,t1,,,,
